bpf_file_events,id
bpf_file_events,host_identifier
bpf_file_events,hostname
bpf_file_events,unixtime
bpf_file_events,tid
bpf_file_events,pid
bpf_file_events,parent
bpf_file_events,uid
bpf_file_events,gid
bpf_file_events,cid
bpf_file_events,exit_code
bpf_file_events,probe_error
bpf_file_events,syscall
bpf_file_events,path
bpf_file_events,file_path
bpf_file_events,flags
bpf_file_events,ntime
bpf_file_events,duration
bpf_file_events,time
bpf_file_events,process_tree
bpf_file_events,uptime
bpf_file_events,is_processed
bpf_file_events,is_processed_py
bpf_file_events,is_processed_rule_builder
bpf_process_events,id
bpf_process_events,host_identifier
bpf_process_events,hostname
bpf_process_events,unixtime
bpf_process_events,tid
bpf_process_events,pid
bpf_process_events,parent
bpf_process_events,uid
bpf_process_events,gid
bpf_process_events,cid
bpf_process_events,exit_code
bpf_process_events,probe_error
bpf_process_events,syscall
bpf_process_events,path
bpf_process_events,cwd
bpf_process_events,cmdline
bpf_process_events,duration
bpf_process_events,json_cmdline
bpf_process_events,ntime
bpf_process_events,time
bpf_process_events,eid
bpf_process_events,md5
bpf_process_events,sha1
bpf_process_events,sha256
bpf_process_events,is_container_process
bpf_process_events,container_age
bpf_process_events,container_name
bpf_process_events,process_tree
bpf_process_events,uptime
bpf_process_events,is_processed
bpf_process_events,is_processed_py
bpf_process_events,is_processed_rule_builder
bpf_process_events,is_processed_tree
bpf_socket_events,id
bpf_socket_events,host_identifier
bpf_socket_events,hostname
bpf_socket_events,unixtime
bpf_socket_events,tid
bpf_socket_events,pid
bpf_socket_events,parent
bpf_socket_events,uid
bpf_socket_events,gid
bpf_socket_events,cid
bpf_socket_events,exit_code
bpf_socket_events,probe_error
bpf_socket_events,syscall
bpf_socket_events,path
bpf_socket_events,fd
bpf_socket_events,family
bpf_socket_events,type
bpf_socket_events,protocol
bpf_socket_events,local_address
bpf_socket_events,remote_address
bpf_socket_events,local_port
bpf_socket_events,remote_port
bpf_socket_events,duration
bpf_socket_events,ntime
bpf_socket_events,time
bpf_socket_events,eid
bpf_socket_events,process_tree
bpf_socket_events,uptime
bpf_socket_events,is_processed
bpf_socket_events,is_processed_py
bpf_socket_events,is_processed_rule_builder
